"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Di Marcantonio P.; Zanutta A.; Marconi A.; Abreu M.; Alberti V.; Aliverti M.; Andersen M.I.; Baldini V.; Balestra A.; Baron F.; Brynnel J.; Cabral A.; Chazelas B.; Cirami R.; Coretti I.; Gallo E.; Giro E.; Gaessler W.; Gonzalez O.; Huke P.; Kouach D.; Leão I.C.; Lunney D.; Macintosh M.; Masłowski P.; Monteiro M.A.; Oliva E.; Origlia L.; Pariani G.; Pinna E.; Redaelli E.M.A.; Riva M.; Selmi C.; Sortino F.; Stempels E.H.C.; Wehbe B.; Xompero M.; Zimara J.","Di Marcantonio, P. (6603438755); Zanutta, A. (37119749900); Marconi, A. (7006873411); Abreu, M. (7102768677); Alberti, V. (55364272800); Aliverti, M. (55948338000); Andersen, M.I. (7403198601); Baldini, V. (55546017000); Balestra, A. (6505819655); Baron, F. (55536410500); Brynnel, J. (55993422100); Cabral, A. (14619014800); Chazelas, B. (6506939986); Cirami, R. (16635214000); Coretti, I. (26645524100); Gallo, E. (7101964055); Giro, E. (23059958900); Gaessler, W. (6701502116); Gonzalez, O. (55417739300); Huke, P. (6503977516); Kouach, D. (6508102066); Leão, I.C. (36974912900); Lunney, D. (57196755190); Macintosh, M. (7004621751); Masłowski, P. (23389484400); Monteiro, M.A. (55492892800); Oliva, E. (56233112800); Origlia, L. (7004900830); Pariani, G. (35109699600); Pinna, E. (6602145341); Redaelli, E.M.A. (57203897718); Riva, M. (58724778700); Selmi, C. (57216636499); Sortino, F. (57191522972); Stempels, E.H.C. (24400122300); Wehbe, B. (57211522304); Xompero, M. (6506457551); Zimara, J. (57205674764)","6603438755; 37119749900; 7006873411; 7102768677; 55364272800; 55948338000; 7403198601; 55546017000; 6505819655; 55536410500; 55993422100; 14619014800; 6506939986; 16635214000; 26645524100; 7101964055; 23059958900; 6701502116; 55417739300; 6503977516; 6508102066; 36974912900; 57196755190; 7004621751; 23389484400; 55492892800; 56233112800; 7004900830; 35109699600; 6602145341; 57203897718; 58724778700; 57216636499; 57191522972; 24400122300; 57211522304; 6506457551; 57205674764","ANDES, the high resolution spectrograph for the ELT: project management and system engineering approaches for mastering its preliminary design phase","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172431524&doi=10.1117%2f12.2628914&partnerID=40&md5=0012af70b92cecfa84d21c36d084b18f"
"Oshnoei A.; Ribeiro R.L.A.; Anvari-Moghaddam A.; Blaabjerg F.","Oshnoei, A. (57196373972); Ribeiro, R.L.A. (7202534599); Anvari-Moghaddam, A. (54794917300); Blaabjerg, F. (7004992352)","57196373972; 7202534599; 54794917300; 7004992352","Learning-based Grid Impedance Shaping Method Applied for High-Accuracy Power Hardware-in-the-Loop","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170650913&doi=10.23919%2fICPE2023-ECCEAsia54778.2023.10213962&partnerID=40&md5=db05599e59bfed226cb7b364d456c85a"
"Filho J.M.L.B.; De Sousa Junior V.A.; De Santana Pena D.; Gonsioroski L.H.","Filho, Jose Marcos Leal Barbosa (57432198300); De Sousa Junior, Vicente Angelo (6603844872); De Santana Pena, Danilo (57209855400); Gonsioroski, Leonardo Henrique (55203583700)","57432198300; 6603844872; 57209855400; 55203583700","Wideband Channel Sounding Simulation Tool and Sounding Sequences Evaluation","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123719355&doi=10.1109%2fTLA.2022.9675461&partnerID=40&md5=9a19a47ea9ff0df1756be05cc78f795b"
"Barros W.K.P.; Barbosa M.T.; Dias L.A.; Fernandes M.A.C.","Barros, Wysterlânya K. P. (57217063870); Barbosa, Matheus T. (57877822600); Dias, Leonardo A. (57216084309); Fernandes, Marcelo A. C. (7202947679)","57217063870; 57877822600; 57216084309; 7202947679","Fully Parallel Proposal of Naive Bayes on FPGA","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137384743&doi=10.3390%2felectronics11162565&partnerID=40&md5=6fa133c2b737ccba8360f1aaf3d698a2"
"Zumelzu N.; Bedregal B.; Mansilla E.; Bustince H.; Diaz R.","Zumelzu, Nicolas (57219765496); Bedregal, Benjamin (15520790700); Mansilla, Edmundo (57219761826); Bustince, Humberto (55034746100); Diaz, Roberto (57217169556)","57219765496; 15520790700; 57219761826; 55034746100; 57217169556","Admissible Orders on Fuzzy Numbers","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126726513&doi=10.1109%2fTFUZZ.2022.3160326&partnerID=40&md5=3ee3e1039fda8be0a230d49e070d8044"
"Junior J.C.V.S.; Silva S.N.; Torquato M.F.; Mahmoodi T.; Dohler M.; Fernandes M.A.C.","Junior, José C V S (56734196500); Silva, Sérgio N (56402497700); Torquato, Matheus F. (57195314921); Mahmoodi, Toktam (24473403200); Dohler, Mischa (12791370000); Fernandes, Marcelo A C (7202947679)","56734196500; 56402497700; 57195314921; 24473403200; 12791370000; 7202947679","FPGA Applied to Latency Reduction for the Tactile Internet","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140933360&doi=10.3390%2fs22207851&partnerID=40&md5=aabdf24870ba7f22421a6d7bab9075fa"
"Ciardi M.; Macrì T.; Cinti F.","Ciardi, Matteo (57216452327); Macrì, Tommaso (35794619700); Cinti, Fabio (9243705900)","57216452327; 35794619700; 9243705900","Zonal Estimators for Quasiperiodic Bosonic Many-Body Phases","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124762141&doi=10.3390%2fe24020265&partnerID=40&md5=1eb1ab2ddc14e9b29c6b4e7f239bda62"
"Saulo H.; Vila R.; Borges G.V.; Bourguignon M.; Leiva V.; Marchant C.","Saulo, Helton (51061286700); Vila, Roberto (56924856000); Borges, Giovanna V. (57817979200); Bourguignon, Marcelo (55372187300); Leiva, Víctor (22953630400); Marchant, Carolina (55094211400)","51061286700; 56924856000; 57817979200; 55372187300; 22953630400; 55094211400","Modeling Income Data via New Parametric Quantile Regressions: Formulation, Computational Statistics, and Application","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146811165&doi=10.3390%2fmath11020448&partnerID=40&md5=c915c9e9b7126b45cbe039e5b8710481"
"Cabrera-Avila E.V.; Silva B.M.F.; Goncalves L.M.G.","Cabrera-Avila, Elizabeth V. (57221781672); Silva, Bruno M. F. (55538204200); Goncalves, Luiz M. G. (58069927800)","57221781672; 55538204200; 58069927800","Sliding Windowed Optimization Algorithm for Fusion of Redundant Stereo Visual Odometries","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146651588&doi=10.1109%2fLARS%2fSBR%2fWRE56824.2022.9995979&partnerID=40&md5=8766fff5b739ca14b6f71b59d11f2d72"
"Saraiva D.; Da Costa D.A.; Kulesza U.; Sizilio G.; Neto J.G.; Coelho R.; Nagappan M.","Saraiva, Diego (36606956900); Da Costa, Daniel Alencar (56313741000); Kulesza, Uira (12645089300); Sizilio, Gustavo (55890579000); Neto, Jose Gameleira (57212494574); Coelho, Roberta (17433405500); Nagappan, Meiyappan (26537885500)","36606956900; 56313741000; 12645089300; 55890579000; 57212494574; 17433405500; 26537885500","Unveiling the Relationship Between Continuous Integration and Code Coverage","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166351388&doi=10.1109%2fMSR59073.2023.00043&partnerID=40&md5=dd92ab912e415fc9e477418a2d95f2fc"
"Epifanio J.C.; Da Silva L.F.","Epifanio, Joao Carlos (57211265500); Da Silva, Lyrene Fernandes (59159708100)","57211265500; 59159708100","Embracing Applied Behavior Analysis on a Serious Game Design Document Model","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163471387&doi=10.1109%2fACCESS.2023.3289857&partnerID=40&md5=79e05cc69093e943a202e1afcde8a0d1"
"Bastos B.B.; Da Silva J.M.C.S.; Santos B.S.F.; Nogueira M.B.","Bastos, Bruno B. (58221130900); Da Silva, João M. C. S. (58221571600); Santos, Brendo S. F. (58221796100); Nogueira, Marcelo B. (50661492500)","58221130900; 58221571600; 58221796100; 50661492500","Proposal of a Low-Cost System Architecture for Prototyping and Learning SLAM","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156130533&doi=10.1109%2fICMERR56497.2022.10097724&partnerID=40&md5=296ffa39c9765b8d913492d87d403e18"
"Martínez-Flórez G.; Barrera-Causil C.; Lemonte A.J.","Martínez-Flórez, Guillermo (55536045100); Barrera-Causil, Carlos (57063457100); Lemonte, Artur J. (16205256400)","55536045100; 57063457100; 16205256400","Power Families of Bivariate Proportional Hazard Models","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143585430&doi=10.3390%2fmath10234410&partnerID=40&md5=7d67944b6fa6959b6199e506afc10186"
"Dias S.; Queiroz K.; Araujo A.","Dias, Samaherni (16177129200); Queiroz, Kurios (24831035000); Araujo, Aldayr (14015206500)","16177129200; 24831035000; 14015206500","Introduction to Group-Structured-Epidemic Model","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118294866&doi=10.1007%2fs40313-021-00841-7&partnerID=40&md5=d5540ef04f2fb1f5b321ae70f270bcfa"
"Cavalcante E.; De Araujo A.C.; Santos R.","Cavalcante, Everton (54893538400); De Araujo, Allyson Carvalho (57215593299); Santos, Raissa (58064222500)","54893538400; 57215593299; 58064222500","A Web Platform to Support Digital Educational Resources in School Physical Education","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146229345&doi=10.1109%2fSIIE56031.2022.9982343&partnerID=40&md5=974e64cf654224183cdc54ed07960772"
"Da Guia Torres Da Silva M.; Albuquerque E.A.Y.; Goncalves L.M.G.","Da Guia Torres Da Silva, Maria (58788964400); Albuquerque, Erika A. Y. (57205730944); Goncalves, Luiz M. G. (58069927800)","58788964400; 57205730944; 58069927800","A Systematic Review on the Application of Educational Robotics to Children with Learning Disability","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146659595&doi=10.1109%2fLARS%2fSBR%2fWRE56824.2022.9995956&partnerID=40&md5=1a9fe047bb31b6ed2a56d47f968a54f1"
"da Silva V.R.G.; da Silva A.B.N.; Valderrama C.; Manneback P.; Xavier-De-souza S.","da Silva, Vitor Ramos Gomes (57210457517); da Silva, Anderson Bráulio Nóbrega (56028715200); Valderrama, Carlos (6602815648); Manneback, Pierre (6506358793); Xavier-De-souza, Samuel (59170006300)","57210457517; 56028715200; 6602815648; 6506358793; 59170006300","A Minimally Intrusive Approach for Automatic Assessment of Parallel Performance Scalability of Shared-Memory HPC Applications","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125370100&doi=10.3390%2felectronics11050689&partnerID=40&md5=44ffe18dc55145e77c0d1e914a1fd7dc"
"Barbosa Filho J.M.L.; Campos M.M.D.M.; Flor D.L.; Alves W.S.; D’Assunção A.G.; Rodrigues M.E.C.; de Sousa V.A., Jr.","Barbosa Filho, J. Marcos Leal (57897646900); Campos, Millena M. de M. (57382309000); Flor, Daniel L. (57216582037); Alves, William S. (57194409673); D’Assunção, Adaildo G. (57208902469); Rodrigues, Marcio E. C. (36441595100); de Sousa, Vicente A. (6603844872)","57897646900; 57382309000; 57216582037; 57194409673; 57208902469; 36441595100; 6603844872","Non-Ionizing Radiation Measurements for Trajectography Radars","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138435324&doi=10.3390%2fs22187017&partnerID=40&md5=18c1ac3172df5c41083a2b47bd44cbcc"
"Cunha N.H.O.; da Silva J.P.","Cunha, Nilson H. O. (57219118923); da Silva, José P. (8776554000)","57219118923; 8776554000","High Sensitivity Surface Plasmon Resonance Sensor Based on a Ge-Doped Defect and D-Shaped Microstructured Optical Fiber","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128501493&doi=10.3390%2fs22093220&partnerID=40&md5=91e502adb0231c8914797f5993c292b3"
"Santos M.R.; Costa B.S.J.; Bezerra C.G.; Andonovski G.; Guedes L.A.","Santos, Mailson Ribeiro (57219689542); Costa, Bruno Sielly Jales (25122100700); Bezerra, Clauber Gomes (55314704100); Andonovski, Goran (57188870788); Guedes, Luiz Affonso (35761038800)","57219689542; 25122100700; 55314704100; 57188870788; 35761038800","An evolving approach for fault diagnosis of dynamic systems[Formula presented]","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117968106&doi=10.1016%2fj.eswa.2021.115983&partnerID=40&md5=2242059c3fde3d5216e47f636c005876"
"Bustince H.; Bedregal B.; Campion M.J.; Da Silva I.; Fernandez J.; Indurain E.; Raventos-Pujol A.; Santiago R.H.N.","Bustince, Humberto (55034746100); Bedregal, Benjamin (15520790700); Campion, Maria Jesus (8952918100); Da Silva, Ivanosca (8386073100); Fernandez, Javier (57198957963); Indurain, Esteban (6603704799); Raventos-Pujol, Armajac (57201991303); Santiago, Regivan H. N. (7006674404)","55034746100; 15520790700; 8952918100; 8386073100; 57198957963; 6603704799; 57201991303; 7006674404","Aggregation of Individual Rankings Through Fusion Functions: Criticism and Optimality Analysis","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097939708&doi=10.1109%2fTFUZZ.2020.3042611&partnerID=40&md5=54305f2099ecca3b9403bc62ee079659"
"Silva M.; Medeiros T.; Azevedo M.; Medeiros M.; Themoteo M.; Gois T.; Silva I.; Costa D.G.","Silva, Marianne (57207807053); Medeiros, Thais (58538636900); Azevedo, Mariana (58167671300); Medeiros, Morsinaldo (58168755900); Themoteo, Mikael (58593100100); Gois, Tatiane (58592652700); Silva, Ivanovitch (36537969500); Costa, Daniel G. (35519411300)","57207807053; 58538636900; 58167671300; 58168755900; 58593100100; 58592652700; 36537969500; 35519411300","An Adaptive TinyML Unsupervised Online Learning Algorithm for Driver Behavior Analysis","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171454631&doi=10.1109%2fMetroAutomotive57488.2023.10219125&partnerID=40&md5=bb93ef4c087ece3ed3f4ffe71bdf9705"
"Silva H.; Vieira M.; Neto A.","Silva, Helber (8832571600); Vieira, Marco (7202140748); Neto, Augusto (35105652600)","8832571600; 7202140748; 35105652600","Are safety-critical systems really survivable to attacks?","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161903777&doi=10.1109%2fSysCon53073.2023.10131114&partnerID=40&md5=f78a5de334951fc6c0a773986807fa84"
"Higo Thaian Da Silva P.; Duarte R.M.; Silva H.S.; Alencar M.S.; De Queiroz W.J.L.","Higo Thaian Da Silva, P. (57218291069); Duarte, Rafael M. (56039167500); Silva, Hugerles S. (57188746395); Alencar, Marcelo S. (7004192487); De Queiroz, Wamberto J. L. (6602436642)","57218291069; 56039167500; 57188746395; 7004192487; 6602436642","Evaluation of Cell-Free Millimeter-Wave Massive MIMO Systems Based on Site-Specific Ray Tracing Simulations","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135742338&doi=10.1109%2fACCESS.2022.3196000&partnerID=40&md5=86a5568da4e2e9188da0d5c579b879ce"
"De Holanda L.J.; Lindquist A.R.; Fernandes A.P.M.; Oliveira D.C.S.; Nagem D.A.P.; De M. Valentim R.A.; Morya E.; Krishnan S.","De Holanda, Ledycnarf Januario (57383340800); Lindquist, Ana Raquel (15521564300); Fernandes, Ana Paula M. (57223834988); Oliveira, Debora C.S. (57212088321); Nagem, Danilo A.P. (56966771800); De M. Valentim, Ricardo A. (26321565600); Morya, Edgard (6506185708); Krishnan, Sridhar (35611132500)","57383340800; 15521564300; 57223834988; 57212088321; 56966771800; 26321565600; 6506185708; 35611132500","Statistical Properties of Upper Limb Accelerometer Signals of Patients with Amyotrophic Lateral Sclerosis","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141626957&doi=10.1109%2fROMA55875.2022.9915673&partnerID=40&md5=66da38e9d5fad5a2003260f9a8ef7b08"
"Andreazi G.T.; Estrella J.C.; Bruschi S.M.; Immich R.; Guidoni D.; Júnior L.A.P.; Meneguette R.I.","Andreazi, Gabriel Tomiatti (57192645160); Estrella, Júlio Cezar (15059935900); Bruschi, Sarita Mazzini (8947191600); Immich, Roger (23990618900); Guidoni, Daniel (24070391000); Júnior, Lourenço Alves Pereira (57524307800); Meneguette, Rodolfo Ipolito (55549293300)","57192645160; 15059935900; 8947191600; 23990618900; 24070391000; 57524307800; 55549293300","MoHRiPA—An architecture for hybrid resources management of private cloud environments","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117001445&doi=10.3390%2fs21206857&partnerID=40&md5=f6ffb7e887d9a3faf405396e68f12dbd"
"Villarreal E.R.L.; Salazar A.O.; Vieira P.V.F.","Villarreal, Elmer R. L. (55361069800); Salazar, Andres O. (7102422753); Vieira, Paulo V. F. (57244861900)","55361069800; 7102422753; 57244861900","Approach to partial eigenvalue assignment using Sylvester equation in system-second order","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114199972&doi=10.1109%2fICAACCA51523.2021.9465267&partnerID=40&md5=216dcf15c6b53421e690791cf4b19ba1"
"Salazar A.O.; Araujo V.G.; Lima G.F.; Freitas V.C.G.","Salazar, Andres O. (7102422753); Araujo, Valberio G. (57282612400); Lima, Gustavo F. (58001903800); Freitas, Victor C. G. (57195733388)","7102422753; 57282612400; 58001903800; 57195733388","Study and speed control of a Pipeline Inspection Gauge (PIG).","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116204474&doi=10.1109%2fINTERCON52678.2021.9532931&partnerID=40&md5=e85bfafb6e80448de8c18b95e14bab26"
"Mariano E.B.; Torres B.G.; de Almeida M.R.; Ferraz D.; Rebelatto D.A.N.; de Mello J.C.S.","Mariano, Enzo B. (54791170600); Torres, Bruno G. (57223295298); de Almeida, Mariana Rodrigues (57197813132); Ferraz, Diogo (57189237978); Rebelatto, Daisy A.N. (14629939300); de Mello, João Carlos Soares (7006347608)","54791170600; 57223295298; 57197813132; 57189237978; 14629939300; 7006347608","Brazilian states in the context of covid-19 pandemic: An Index Proposition using Network Data Envelopment Analysis","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116331180&doi=10.1109%2fTLA.2021.9451236&partnerID=40&md5=82be338031b410b8e328ced5f65741c0"
"Salazar A.O.; Fonseca D.A.M.; Bezerra J.P.S.M.; Guedes C.","Salazar, Andres O. (7102422753); Fonseca, Diego Antonio M. (36682132200); Bezerra, Joao Paulo S. M. (57223117685); Guedes, Clenia (57203009614)","7102422753; 36682132200; 57223117685; 57203009614","Use of predictive model technique to increase the robustness of closed-loop wireless communication.","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116265596&doi=10.1109%2fINTERCON52678.2021.9532976&partnerID=40&md5=9f6cf7ab8670674c946f73adf44c4e75"
"Chaves E.R.Q., Jr.; de A. Dantas A.F.O.; Maitelli A.L.","Chaves, Emanoel R. Q. (57189226611); de A. Dantas, André F. O. (57226558248); Maitelli, André L. (6602549353)","57189226611; 57226558248; 6602549353","Unknown Input Observer-based Actuator and Sensor Fault Estimation Technique for Uncertain Discrete Time Takagi-Sugeno Systems","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105484753&doi=10.1007%2fs12555-020-0170-x&partnerID=40&md5=80a182a4b98f79c366f74c7052e97746"
"de Luna D.R.; de Sousa L.C.; de Sousa V.A., Jr.","de Luna, Daniel Rodrigues (57205573958); de Sousa, Lívio Carvalho (57219978650); de Sousa, Vicente A. (6603844872)","57205573958; 57219978650; 6603844872","Multicarrier Systems Over Underwater Acoustic Channels: A Performance Evaluation","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096383607&doi=10.1007%2fs11277-020-07934-7&partnerID=40&md5=ac0489c9819d67d55c1f70cd5cdcbc86"
